index,Class,video,frames_n
178_3_127,0,178_3,203
178_3_128,0,178_3,203
178_3_129,0,178_3,203
178_3_130,0,178_3,203
178_3_131,0,178_3,203
178_3_132,0,178_3,203
178_3_133,0,178_3,203
178_3_134,0,178_3,203
178_3_135,0,178_3,203
178_3_136,0,178_3,203
178_3_137,5,178_3,203
178_3_138,5,178_3,203
178_3_139,5,178_3,203
178_3_140,5,178_3,203
178_3_141,5,178_3,203
178_3_142,5,178_3,203
178_3_143,5,178_3,203
178_3_144,5,178_3,203
178_3_145,5,178_3,203
178_3_146,5,178_3,203
178_3_147,5,178_3,203
178_3_148,5,178_3,203
178_3_149,5,178_3,203
178_3_150,5,178_3,203
178_3_151,5,178_3,203
178_3_152,5,178_3,203
178_3_153,0,178_3,203
178_3_154,0,178_3,203
178_3_155,0,178_3,203
178_3_156,0,178_3,203
178_3_157,5,178_3,203
178_3_158,5,178_3,203
178_3_159,6,178_3,203
178_3_160,5,178_3,203
178_3_161,5,178_3,203
178_3_162,5,178_3,203
178_3_163,5,178_3,203
178_3_164,5,178_3,203
178_3_165,5,178_3,203
178_3_166,5,178_3,203
178_3_167,5,178_3,203
178_3_168,5,178_3,203
178_3_169,5,178_3,203
178_3_170,5,178_3,203
178_3_171,5,178_3,203
178_3_172,5,178_3,203
178_3_173,5,178_3,203
178_3_174,5,178_3,203
178_3_175,6,178_3,203
178_3_176,6,178_3,203
178_3_177,6,178_3,203
178_3_178,6,178_3,203
178_3_179,6,178_3,203
178_3_180,5,178_3,203
178_3_181,5,178_3,203
178_3_182,5,178_3,203
178_3_183,5,178_3,203
178_3_184,5,178_3,203
178_3_185,5,178_3,203
178_3_186,5,178_3,203
178_3_187,5,178_3,203
178_3_188,5,178_3,203
178_3_189,5,178_3,203
178_3_190,5,178_3,203
178_3_191,5,178_3,203
178_3_192,5,178_3,203
178_3_193,5,178_3,203
178_3_194,5,178_3,203
178_3_195,5,178_3,203
178_3_196,6,178_3,203
178_3_197,6,178_3,203
178_3_198,6,178_3,203
178_3_199,5,178_3,203
178_3_200,5,178_3,203
178_3_201,5,178_3,203
178_3_202,5,178_3,203
178_3_203,5,178_3,203
180_3_1,3,180_3,165
180_3_2,3,180_3,165
180_3_3,3,180_3,165
180_3_4,3,180_3,165
180_3_5,3,180_3,165
180_3_6,3,180_3,165
180_3_7,3,180_3,165
180_3_8,3,180_3,165
180_3_9,3,180_3,165
180_3_10,3,180_3,165
180_3_11,3,180_3,165
180_3_12,3,180_3,165
180_3_13,3,180_3,165
180_3_14,3,180_3,165
180_3_15,3,180_3,165
180_3_16,3,180_3,165
180_3_17,3,180_3,165
180_3_18,3,180_3,165
180_3_19,3,180_3,165
180_3_20,3,180_3,165
180_3_21,3,180_3,165
180_3_22,3,180_3,165
180_3_23,3,180_3,165
180_3_24,3,180_3,165
180_3_25,3,180_3,165
180_3_26,3,180_3,165
180_3_27,0,180_3,165
180_3_28,0,180_3,165
180_3_29,0,180_3,165
180_3_30,0,180_3,165
180_3_31,0,180_3,165
180_3_32,0,180_3,165
180_3_33,0,180_3,165
180_3_34,0,180_3,165
180_3_35,0,180_3,165
180_3_36,0,180_3,165
180_3_37,0,180_3,165
180_3_38,0,180_3,165
180_3_39,0,180_3,165
180_3_40,0,180_3,165
180_3_41,0,180_3,165
180_3_42,0,180_3,165
180_3_43,0,180_3,165
180_3_44,5,180_3,165
180_3_45,5,180_3,165
180_3_46,5,180_3,165
180_3_47,5,180_3,165
180_3_48,5,180_3,165
180_3_49,5,180_3,165
180_3_50,5,180_3,165
180_3_51,5,180_3,165
180_3_52,5,180_3,165
180_3_53,0,180_3,165
180_3_54,0,180_3,165
180_3_55,0,180_3,165
180_3_56,0,180_3,165
180_3_57,0,180_3,165
180_3_58,0,180_3,165
180_3_59,0,180_3,165
180_3_60,0,180_3,165
180_3_61,0,180_3,165
180_3_62,0,180_3,165
180_3_63,0,180_3,165
180_3_64,5,180_3,165
180_3_65,5,180_3,165
180_3_66,5,180_3,165
180_3_67,5,180_3,165
180_3_68,5,180_3,165
180_3_69,5,180_3,165
180_3_70,5,180_3,165
180_3_71,5,180_3,165
180_3_72,5,180_3,165
180_3_73,5,180_3,165
180_3_74,5,180_3,165
180_3_75,5,180_3,165
180_3_76,5,180_3,165
180_3_77,5,180_3,165
180_3_78,3,180_3,165
180_3_79,3,180_3,165
180_3_80,3,180_3,165
180_3_81,3,180_3,165
180_3_82,3,180_3,165
180_3_83,3,180_3,165
180_3_84,3,180_3,165
180_3_85,0,180_3,165
180_3_86,0,180_3,165
180_3_87,0,180_3,165
180_3_88,0,180_3,165
180_3_89,0,180_3,165
180_3_90,0,180_3,165
180_3_91,5,180_3,165
180_3_92,5,180_3,165
180_3_93,5,180_3,165
180_3_94,5,180_3,165
180_3_95,5,180_3,165
180_3_96,5,180_3,165
180_3_97,5,180_3,165
180_3_98,5,180_3,165
180_3_99,5,180_3,165
180_3_100,5,180_3,165
180_3_101,5,180_3,165
180_3_102,5,180_3,165
180_3_103,5,180_3,165
180_3_104,5,180_3,165
180_3_105,5,180_3,165
180_3_106,5,180_3,165
180_3_107,3,180_3,165
180_3_108,3,180_3,165
180_3_109,3,180_3,165
180_3_110,3,180_3,165
180_3_111,3,180_3,165
180_3_112,3,180_3,165
180_3_113,3,180_3,165
180_3_114,0,180_3,165
180_3_115,0,180_3,165
180_3_116,0,180_3,165
180_3_117,0,180_3,165
180_3_118,0,180_3,165
180_3_119,5,180_3,165
180_3_120,6,180_3,165
180_3_121,6,180_3,165
180_3_122,6,180_3,165
180_3_123,6,180_3,165
180_3_124,6,180_3,165
180_3_125,6,180_3,165
180_3_126,6,180_3,165
180_3_127,6,180_3,165
180_3_128,6,180_3,165
180_3_129,6,180_3,165
180_3_130,6,180_3,165
180_3_131,6,180_3,165
180_3_132,6,180_3,165
180_3_133,6,180_3,165
180_3_134,6,180_3,165
180_3_135,6,180_3,165
180_3_136,6,180_3,165
180_3_137,6,180_3,165
180_3_138,6,180_3,165
180_3_139,6,180_3,165
180_3_140,6,180_3,165
180_3_141,6,180_3,165
180_3_142,6,180_3,165
180_3_143,6,180_3,165
180_3_144,6,180_3,165
180_3_145,6,180_3,165
180_3_146,6,180_3,165
180_3_147,6,180_3,165
180_3_148,6,180_3,165
180_3_149,6,180_3,165
180_3_150,6,180_3,165
180_3_151,6,180_3,165
180_3_152,6,180_3,165
180_3_153,6,180_3,165
180_3_154,6,180_3,165
180_3_155,6,180_3,165
180_3_156,6,180_3,165
180_3_157,6,180_3,165
180_3_158,6,180_3,165
180_3_159,6,180_3,165
180_3_160,6,180_3,165
180_3_161,6,180_3,165
180_3_162,6,180_3,165
180_3_163,6,180_3,165
180_3_164,6,180_3,165
180_3_165,6,180_3,165
182_3_1,5,182_3,83
182_3_2,5,182_3,83
182_3_3,5,182_3,83
182_3_4,5,182_3,83
182_3_5,5,182_3,83
182_3_6,5,182_3,83
182_3_7,5,182_3,83
182_3_8,5,182_3,83
182_3_9,0,182_3,83
182_3_10,0,182_3,83
182_3_11,0,182_3,83
182_3_12,0,182_3,83
182_3_13,0,182_3,83
182_3_14,0,182_3,83
182_3_15,0,182_3,83
182_3_16,0,182_3,83
182_3_17,0,182_3,83
182_3_18,0,182_3,83
182_3_19,0,182_3,83
182_3_20,0,182_3,83
182_3_21,0,182_3,83
182_3_22,0,182_3,83
182_3_23,0,182_3,83
182_3_24,0,182_3,83
182_3_25,0,182_3,83
182_3_26,0,182_3,83
182_3_27,0,182_3,83
182_3_28,0,182_3,83
182_3_29,0,182_3,83
182_3_30,0,182_3,83
182_3_31,0,182_3,83
182_3_32,0,182_3,83
182_3_33,0,182_3,83
182_3_34,5,182_3,83
182_3_35,5,182_3,83
182_3_36,5,182_3,83
182_3_37,5,182_3,83
182_3_38,0,182_3,83
182_3_39,0,182_3,83
182_3_40,0,182_3,83
182_3_41,0,182_3,83
182_3_42,0,182_3,83
182_3_43,0,182_3,83
182_3_44,0,182_3,83
182_3_45,5,182_3,83
182_3_46,5,182_3,83
182_3_47,5,182_3,83
182_3_48,6,182_3,83
182_3_49,6,182_3,83
182_3_50,5,182_3,83
182_3_51,5,182_3,83
182_3_52,5,182_3,83
182_3_53,5,182_3,83
182_3_54,5,182_3,83
182_3_55,6,182_3,83
182_3_56,6,182_3,83
182_3_57,6,182_3,83
182_3_58,6,182_3,83
182_3_59,6,182_3,83
182_3_60,6,182_3,83
182_3_61,6,182_3,83
182_3_62,6,182_3,83
182_3_63,6,182_3,83
182_3_64,6,182_3,83
182_3_65,6,182_3,83
182_3_66,6,182_3,83
182_3_67,6,182_3,83
182_3_68,6,182_3,83
182_3_69,6,182_3,83
182_3_70,6,182_3,83
182_3_71,6,182_3,83
182_3_72,6,182_3,83
182_3_73,6,182_3,83
182_3_74,6,182_3,83
182_3_75,6,182_3,83
182_3_76,6,182_3,83
182_3_77,6,182_3,83
182_3_78,6,182_3,83
182_3_79,6,182_3,83
182_3_80,6,182_3,83
182_3_81,6,182_3,83
182_3_82,6,182_3,83
182_3_83,6,182_3,83
185_3_1,0,185_3,147
185_3_2,0,185_3,147
185_3_3,0,185_3,147
185_3_4,0,185_3,147
185_3_5,0,185_3,147
185_3_6,0,185_3,147
185_3_7,0,185_3,147
185_3_8,0,185_3,147
185_3_9,0,185_3,147
185_3_10,0,185_3,147
185_3_11,0,185_3,147
185_3_12,0,185_3,147
185_3_13,0,185_3,147
185_3_14,0,185_3,147
185_3_15,0,185_3,147
185_3_16,0,185_3,147
185_3_17,0,185_3,147
185_3_18,0,185_3,147
185_3_19,0,185_3,147
185_3_20,0,185_3,147
185_3_21,0,185_3,147
185_3_22,0,185_3,147
185_3_23,0,185_3,147
185_3_24,3,185_3,147
185_3_25,3,185_3,147
185_3_26,3,185_3,147
185_3_27,3,185_3,147
185_3_28,3,185_3,147
185_3_29,3,185_3,147
185_3_30,3,185_3,147
185_3_31,0,185_3,147
185_3_32,0,185_3,147
185_3_33,0,185_3,147
185_3_34,0,185_3,147
185_3_35,0,185_3,147
185_3_36,0,185_3,147
185_3_37,0,185_3,147
185_3_38,0,185_3,147
185_3_39,0,185_3,147
185_3_40,0,185_3,147
185_3_41,0,185_3,147
185_3_42,0,185_3,147
185_3_43,0,185_3,147
185_3_44,0,185_3,147
185_3_45,0,185_3,147
185_3_46,0,185_3,147
185_3_47,0,185_3,147
185_3_48,0,185_3,147
185_3_49,0,185_3,147
185_3_50,0,185_3,147
185_3_51,0,185_3,147
185_3_52,0,185_3,147
185_3_53,0,185_3,147
185_3_54,0,185_3,147
185_3_55,0,185_3,147
185_3_56,5,185_3,147
185_3_57,5,185_3,147
185_3_58,5,185_3,147
185_3_59,5,185_3,147
185_3_60,5,185_3,147
185_3_61,5,185_3,147
185_3_62,5,185_3,147
185_3_63,5,185_3,147
185_3_64,5,185_3,147
185_3_65,5,185_3,147
185_3_66,6,185_3,147
185_3_67,6,185_3,147
185_3_68,6,185_3,147
185_3_69,6,185_3,147
185_3_70,6,185_3,147
185_3_71,5,185_3,147
185_3_72,5,185_3,147
185_3_73,5,185_3,147
185_3_74,5,185_3,147
185_3_75,5,185_3,147
185_3_76,5,185_3,147
185_3_77,5,185_3,147
185_3_78,5,185_3,147
185_3_79,5,185_3,147
185_3_80,5,185_3,147
185_3_81,5,185_3,147
185_3_82,5,185_3,147
185_3_83,5,185_3,147
185_3_84,5,185_3,147
185_3_85,5,185_3,147
185_3_86,5,185_3,147
185_3_87,5,185_3,147
185_3_88,5,185_3,147
185_3_89,5,185_3,147
185_3_90,5,185_3,147
185_3_91,5,185_3,147
185_3_92,5,185_3,147
185_3_93,5,185_3,147
185_3_94,5,185_3,147
185_3_95,5,185_3,147
185_3_96,5,185_3,147
185_3_97,0,185_3,147
185_3_98,0,185_3,147
185_3_99,0,185_3,147
185_3_100,0,185_3,147
185_3_101,0,185_3,147
185_3_102,0,185_3,147
185_3_103,0,185_3,147
185_3_104,0,185_3,147
185_3_105,0,185_3,147
185_3_106,0,185_3,147
185_3_107,0,185_3,147
185_3_108,0,185_3,147
185_3_109,0,185_3,147
185_3_110,0,185_3,147
185_3_111,0,185_3,147
185_3_112,0,185_3,147
185_3_113,0,185_3,147
185_3_114,0,185_3,147
185_3_115,0,185_3,147
185_3_116,0,185_3,147
185_3_117,0,185_3,147
185_3_118,0,185_3,147
185_3_119,0,185_3,147
185_3_120,0,185_3,147
185_3_121,0,185_3,147
185_3_122,0,185_3,147
185_3_123,5,185_3,147
185_3_124,5,185_3,147
185_3_125,5,185_3,147
185_3_126,5,185_3,147
185_3_127,5,185_3,147
185_3_128,5,185_3,147
185_3_129,5,185_3,147
185_3_130,5,185_3,147
185_3_131,6,185_3,147
185_3_132,6,185_3,147
185_3_133,6,185_3,147
185_3_134,6,185_3,147
185_3_135,6,185_3,147
185_3_136,6,185_3,147
185_3_137,6,185_3,147
185_3_138,6,185_3,147
185_3_139,6,185_3,147
185_3_140,6,185_3,147
185_3_141,6,185_3,147
185_3_142,6,185_3,147
185_3_143,6,185_3,147
185_3_144,6,185_3,147
185_3_145,6,185_3,147
185_3_146,6,185_3,147
185_3_147,6,185_3,147
186_3_1,0,186_3,181
186_3_2,0,186_3,181
186_3_3,0,186_3,181
186_3_4,5,186_3,181
186_3_5,5,186_3,181
186_3_6,5,186_3,181
186_3_7,5,186_3,181
186_3_8,5,186_3,181
186_3_9,5,186_3,181
186_3_10,5,186_3,181
186_3_11,5,186_3,181
186_3_12,5,186_3,181
186_3_13,5,186_3,181
186_3_14,5,186_3,181
186_3_15,5,186_3,181
186_3_16,5,186_3,181
186_3_17,5,186_3,181
186_3_18,0,186_3,181
186_3_19,0,186_3,181
186_3_20,0,186_3,181
186_3_21,0,186_3,181
186_3_22,0,186_3,181
186_3_23,0,186_3,181
186_3_24,0,186_3,181
186_3_25,0,186_3,181
186_3_26,0,186_3,181
186_3_27,0,186_3,181
186_3_28,0,186_3,181
186_3_29,0,186_3,181
186_3_30,5,186_3,181
186_3_31,5,186_3,181
186_3_32,5,186_3,181
186_3_33,5,186_3,181
186_3_34,5,186_3,181
186_3_35,5,186_3,181
186_3_36,5,186_3,181
186_3_37,5,186_3,181
186_3_38,5,186_3,181
186_3_39,5,186_3,181
186_3_40,5,186_3,181
186_3_41,5,186_3,181
186_3_42,5,186_3,181
186_3_43,5,186_3,181
186_3_44,5,186_3,181
186_3_45,5,186_3,181
186_3_46,5,186_3,181
186_3_47,5,186_3,181
186_3_48,5,186_3,181
186_3_49,5,186_3,181
186_3_50,5,186_3,181
186_3_51,0,186_3,181
186_3_52,0,186_3,181
186_3_53,0,186_3,181
186_3_54,0,186_3,181
186_3_55,0,186_3,181
186_3_56,0,186_3,181
186_3_57,5,186_3,181
186_3_58,0,186_3,181
186_3_59,0,186_3,181
186_3_60,0,186_3,181
186_3_61,0,186_3,181
186_3_62,0,186_3,181
186_3_63,0,186_3,181
186_3_64,0,186_3,181
186_3_65,0,186_3,181
186_3_66,5,186_3,181
186_3_67,5,186_3,181
186_3_68,5,186_3,181
186_3_69,5,186_3,181
186_3_70,5,186_3,181
186_3_71,5,186_3,181
186_3_72,5,186_3,181
186_3_73,0,186_3,181
186_3_74,0,186_3,181
186_3_75,0,186_3,181
186_3_76,0,186_3,181
186_3_77,0,186_3,181
186_3_78,0,186_3,181
186_3_79,0,186_3,181
186_3_80,0,186_3,181
186_3_81,0,186_3,181
186_3_82,0,186_3,181
186_3_83,0,186_3,181
186_3_84,0,186_3,181
186_3_85,0,186_3,181
186_3_86,0,186_3,181
186_3_87,0,186_3,181
186_3_88,0,186_3,181
186_3_89,0,186_3,181
186_3_90,0,186_3,181
186_3_91,0,186_3,181
186_3_92,0,186_3,181
186_3_93,0,186_3,181
186_3_94,0,186_3,181
186_3_95,0,186_3,181
186_3_96,0,186_3,181
186_3_97,0,186_3,181
186_3_98,0,186_3,181
186_3_99,0,186_3,181
186_3_100,0,186_3,181
186_3_101,0,186_3,181
186_3_102,0,186_3,181
186_3_103,0,186_3,181
186_3_104,0,186_3,181
186_3_105,0,186_3,181
186_3_106,0,186_3,181
186_3_107,0,186_3,181
186_3_108,0,186_3,181
186_3_109,0,186_3,181
186_3_110,0,186_3,181
186_3_111,0,186_3,181
186_3_112,0,186_3,181
186_3_113,0,186_3,181
186_3_114,0,186_3,181
186_3_115,0,186_3,181
186_3_116,0,186_3,181
186_3_117,0,186_3,181
186_3_118,0,186_3,181
186_3_119,0,186_3,181
186_3_120,0,186_3,181
186_3_121,0,186_3,181
186_3_122,0,186_3,181
186_3_123,0,186_3,181
186_3_124,0,186_3,181
186_3_125,0,186_3,181
186_3_126,0,186_3,181
186_3_127,0,186_3,181
186_3_128,0,186_3,181
186_3_129,0,186_3,181
186_3_130,0,186_3,181
186_3_131,0,186_3,181
186_3_132,0,186_3,181
186_3_133,0,186_3,181
186_3_134,0,186_3,181
186_3_135,0,186_3,181
186_3_136,0,186_3,181
186_3_137,0,186_3,181
186_3_138,0,186_3,181
186_3_139,0,186_3,181
186_3_140,0,186_3,181
186_3_141,0,186_3,181
186_3_142,0,186_3,181
186_3_143,0,186_3,181
186_3_144,0,186_3,181
186_3_145,0,186_3,181
186_3_146,0,186_3,181
186_3_147,0,186_3,181
186_3_148,0,186_3,181
186_3_149,0,186_3,181
186_3_150,0,186_3,181
186_3_151,0,186_3,181
186_3_152,0,186_3,181
186_3_153,0,186_3,181
186_3_154,5,186_3,181
186_3_155,6,186_3,181
186_3_156,6,186_3,181
186_3_157,6,186_3,181
186_3_158,5,186_3,181
186_3_159,5,186_3,181
186_3_160,5,186_3,181
186_3_161,5,186_3,181
186_3_162,5,186_3,181
186_3_163,5,186_3,181
186_3_164,5,186_3,181
186_3_165,6,186_3,181
186_3_166,6,186_3,181
186_3_167,6,186_3,181
186_3_168,6,186_3,181
186_3_169,6,186_3,181
186_3_170,6,186_3,181
186_3_171,6,186_3,181
186_3_172,6,186_3,181
186_3_173,6,186_3,181
186_3_174,5,186_3,181
186_3_175,5,186_3,181
186_3_176,5,186_3,181
186_3_177,5,186_3,181
186_3_178,5,186_3,181
186_3_179,5,186_3,181
186_3_180,5,186_3,181
186_3_181,5,186_3,181
187_3_1,5,187_3,165
187_3_2,5,187_3,165
187_3_3,5,187_3,165
187_3_4,5,187_3,165
187_3_5,0,187_3,165
187_3_6,0,187_3,165
187_3_7,0,187_3,165
187_3_8,0,187_3,165
187_3_9,0,187_3,165
187_3_10,0,187_3,165
187_3_11,0,187_3,165
187_3_12,5,187_3,165
187_3_13,5,187_3,165
187_3_14,0,187_3,165
187_3_15,0,187_3,165
187_3_16,0,187_3,165
187_3_17,0,187_3,165
187_3_18,0,187_3,165
187_3_19,0,187_3,165
187_3_20,0,187_3,165
187_3_21,0,187_3,165
187_3_22,0,187_3,165
187_3_23,0,187_3,165
187_3_24,0,187_3,165
187_3_25,0,187_3,165
187_3_26,0,187_3,165
187_3_27,0,187_3,165
187_3_28,0,187_3,165
187_3_29,0,187_3,165
187_3_30,0,187_3,165
187_3_31,0,187_3,165
187_3_32,0,187_3,165
187_3_33,0,187_3,165
187_3_34,0,187_3,165
187_3_35,0,187_3,165
187_3_36,0,187_3,165
187_3_37,0,187_3,165
187_3_38,0,187_3,165
187_3_39,0,187_3,165
187_3_40,0,187_3,165
187_3_41,0,187_3,165
187_3_42,0,187_3,165
187_3_43,0,187_3,165
187_3_44,0,187_3,165
187_3_45,0,187_3,165
187_3_46,0,187_3,165
187_3_47,0,187_3,165
187_3_48,0,187_3,165
187_3_49,0,187_3,165
187_3_50,0,187_3,165
187_3_51,0,187_3,165
187_3_52,0,187_3,165
187_3_53,0,187_3,165
187_3_54,0,187_3,165
187_3_55,0,187_3,165
187_3_56,0,187_3,165
187_3_57,0,187_3,165
187_3_58,0,187_3,165
187_3_59,0,187_3,165
187_3_60,0,187_3,165
187_3_61,0,187_3,165
187_3_62,0,187_3,165
187_3_63,0,187_3,165
187_3_64,0,187_3,165
187_3_65,0,187_3,165
187_3_66,0,187_3,165
187_3_67,0,187_3,165
187_3_68,0,187_3,165
187_3_69,0,187_3,165
187_3_70,0,187_3,165
187_3_71,0,187_3,165
187_3_72,0,187_3,165
187_3_73,0,187_3,165
187_3_74,0,187_3,165
187_3_75,0,187_3,165
187_3_76,0,187_3,165
187_3_77,0,187_3,165
187_3_78,0,187_3,165
187_3_79,0,187_3,165
187_3_80,0,187_3,165
187_3_81,0,187_3,165
187_3_82,0,187_3,165
187_3_83,0,187_3,165
187_3_84,0,187_3,165
187_3_85,0,187_3,165
187_3_86,0,187_3,165
187_3_87,0,187_3,165
187_3_88,0,187_3,165
187_3_89,0,187_3,165
187_3_90,0,187_3,165
187_3_91,0,187_3,165
187_3_92,0,187_3,165
187_3_93,0,187_3,165
187_3_94,0,187_3,165
187_3_95,0,187_3,165
187_3_96,0,187_3,165
187_3_97,0,187_3,165
187_3_98,3,187_3,165
187_3_99,3,187_3,165
187_3_100,3,187_3,165
187_3_101,3,187_3,165
187_3_102,3,187_3,165
187_3_103,0,187_3,165
187_3_104,0,187_3,165
187_3_105,0,187_3,165
187_3_106,0,187_3,165
187_3_107,0,187_3,165
187_3_108,0,187_3,165
187_3_109,0,187_3,165
187_3_110,0,187_3,165
187_3_111,0,187_3,165
187_3_112,0,187_3,165
187_3_113,0,187_3,165
187_3_114,0,187_3,165
187_3_115,0,187_3,165
187_3_116,0,187_3,165
187_3_117,0,187_3,165
187_3_118,0,187_3,165
187_3_119,0,187_3,165
187_3_120,0,187_3,165
187_3_121,0,187_3,165
187_3_122,0,187_3,165
187_3_123,5,187_3,165
187_3_124,5,187_3,165
187_3_125,5,187_3,165
187_3_126,5,187_3,165
187_3_127,5,187_3,165
187_3_128,5,187_3,165
187_3_129,5,187_3,165
187_3_130,5,187_3,165
187_3_131,5,187_3,165
187_3_132,6,187_3,165
187_3_133,6,187_3,165
187_3_134,6,187_3,165
187_3_135,6,187_3,165
187_3_136,6,187_3,165
187_3_137,6,187_3,165
187_3_138,6,187_3,165
187_3_139,6,187_3,165
187_3_140,6,187_3,165
187_3_141,6,187_3,165
187_3_142,6,187_3,165
187_3_143,6,187_3,165
187_3_144,6,187_3,165
187_3_145,6,187_3,165
187_3_146,6,187_3,165
187_3_147,6,187_3,165
187_3_148,6,187_3,165
187_3_149,6,187_3,165
187_3_150,6,187_3,165
187_3_151,6,187_3,165
187_3_152,6,187_3,165
187_3_153,6,187_3,165
187_3_154,6,187_3,165
187_3_155,6,187_3,165
187_3_156,6,187_3,165
187_3_157,6,187_3,165
187_3_158,6,187_3,165
187_3_159,5,187_3,165
187_3_160,5,187_3,165
187_3_161,5,187_3,165
187_3_162,5,187_3,165
187_3_163,5,187_3,165
187_3_164,5,187_3,165
187_3_165,5,187_3,165
188_3_1,0,188_3,201
188_3_2,0,188_3,201
188_3_3,0,188_3,201
188_3_4,0,188_3,201
188_3_5,0,188_3,201
188_3_6,0,188_3,201
188_3_7,0,188_3,201
188_3_8,0,188_3,201
188_3_9,0,188_3,201
188_3_10,0,188_3,201
188_3_11,0,188_3,201
188_3_12,0,188_3,201
188_3_13,3,188_3,201
188_3_14,3,188_3,201
188_3_15,3,188_3,201
188_3_16,3,188_3,201
188_3_17,3,188_3,201
188_3_18,3,188_3,201
188_3_19,3,188_3,201
188_3_20,3,188_3,201
188_3_21,3,188_3,201
188_3_22,3,188_3,201
188_3_23,3,188_3,201
188_3_24,3,188_3,201
188_3_25,3,188_3,201
188_3_26,3,188_3,201
188_3_27,3,188_3,201
188_3_28,3,188_3,201
188_3_29,3,188_3,201
188_3_30,3,188_3,201
188_3_31,3,188_3,201
188_3_32,3,188_3,201
188_3_33,3,188_3,201
188_3_34,0,188_3,201
188_3_35,0,188_3,201
188_3_36,0,188_3,201
188_3_37,0,188_3,201
188_3_38,0,188_3,201
188_3_39,0,188_3,201
188_3_40,0,188_3,201
188_3_41,0,188_3,201
188_3_42,0,188_3,201
188_3_43,0,188_3,201
188_3_44,0,188_3,201
188_3_45,0,188_3,201
188_3_46,0,188_3,201
188_3_47,0,188_3,201
188_3_48,0,188_3,201
188_3_49,0,188_3,201
188_3_50,0,188_3,201
188_3_51,0,188_3,201
188_3_52,0,188_3,201
188_3_53,3,188_3,201
188_3_54,3,188_3,201
188_3_55,3,188_3,201
188_3_56,3,188_3,201
188_3_57,3,188_3,201
188_3_58,0,188_3,201
188_3_59,0,188_3,201
188_3_60,0,188_3,201
188_3_61,0,188_3,201
188_3_62,0,188_3,201
188_3_63,0,188_3,201
188_3_64,0,188_3,201
188_3_65,0,188_3,201
188_3_66,0,188_3,201
188_3_67,0,188_3,201
188_3_68,0,188_3,201
188_3_69,0,188_3,201
188_3_70,0,188_3,201
188_3_71,0,188_3,201
188_3_72,0,188_3,201
188_3_73,0,188_3,201
188_3_74,0,188_3,201
188_3_75,0,188_3,201
188_3_76,0,188_3,201
188_3_77,0,188_3,201
188_3_78,0,188_3,201
188_3_79,0,188_3,201
188_3_80,0,188_3,201
188_3_81,0,188_3,201
188_3_82,0,188_3,201
188_3_83,0,188_3,201
188_3_84,3,188_3,201
188_3_85,3,188_3,201
188_3_86,3,188_3,201
188_3_87,3,188_3,201
188_3_88,3,188_3,201
188_3_89,3,188_3,201
188_3_90,3,188_3,201
188_3_91,3,188_3,201
188_3_92,3,188_3,201
188_3_93,3,188_3,201
188_3_94,3,188_3,201
188_3_95,3,188_3,201
188_3_96,0,188_3,201
188_3_97,0,188_3,201
188_3_98,0,188_3,201
188_3_99,0,188_3,201
188_3_100,0,188_3,201
188_3_101,0,188_3,201
188_3_102,0,188_3,201
188_3_103,0,188_3,201
188_3_104,0,188_3,201
188_3_105,0,188_3,201
188_3_106,0,188_3,201
188_3_107,0,188_3,201
188_3_108,0,188_3,201
188_3_109,0,188_3,201
188_3_110,0,188_3,201
188_3_111,0,188_3,201
188_3_112,0,188_3,201
188_3_113,0,188_3,201
188_3_114,0,188_3,201
188_3_115,0,188_3,201
188_3_116,0,188_3,201
188_3_117,0,188_3,201
188_3_118,0,188_3,201
188_3_119,0,188_3,201
188_3_120,0,188_3,201
188_3_121,0,188_3,201
188_3_122,0,188_3,201
188_3_123,0,188_3,201
188_3_124,0,188_3,201
188_3_125,0,188_3,201
188_3_126,0,188_3,201
188_3_127,0,188_3,201
188_3_128,0,188_3,201
188_3_129,0,188_3,201
188_3_130,0,188_3,201
188_3_131,0,188_3,201
188_3_132,0,188_3,201
188_3_133,0,188_3,201
188_3_134,0,188_3,201
188_3_135,0,188_3,201
188_3_136,0,188_3,201
188_3_137,0,188_3,201
188_3_138,0,188_3,201
188_3_139,0,188_3,201
188_3_140,0,188_3,201
188_3_141,0,188_3,201
188_3_142,0,188_3,201
188_3_143,0,188_3,201
188_3_144,0,188_3,201
188_3_145,0,188_3,201
188_3_146,0,188_3,201
188_3_147,0,188_3,201
188_3_148,0,188_3,201
188_3_149,0,188_3,201
188_3_150,0,188_3,201
188_3_151,0,188_3,201
188_3_152,5,188_3,201
188_3_153,5,188_3,201
188_3_154,5,188_3,201
188_3_155,6,188_3,201
188_3_156,6,188_3,201
188_3_157,6,188_3,201
188_3_158,6,188_3,201
188_3_159,5,188_3,201
188_3_160,5,188_3,201
188_3_161,5,188_3,201
188_3_162,5,188_3,201
188_3_163,5,188_3,201
188_3_164,5,188_3,201
188_3_165,5,188_3,201
188_3_166,5,188_3,201
188_3_167,6,188_3,201
188_3_168,6,188_3,201
188_3_169,6,188_3,201
188_3_170,6,188_3,201
188_3_171,6,188_3,201
188_3_172,6,188_3,201
188_3_173,6,188_3,201
188_3_174,6,188_3,201
188_3_175,6,188_3,201
188_3_176,6,188_3,201
188_3_177,6,188_3,201
188_3_178,6,188_3,201
188_3_179,6,188_3,201
188_3_180,6,188_3,201
188_3_181,6,188_3,201
