index,Class,video,measure,ps,frames_n,measure_scaled
404_3_68,6,404_3,6.36,0.286007,150,0.0555080411525404
404_3_69,6,404_3,6.36,0.286007,150,0.0555080411525404
404_3_70,6,404_3,6.36,0.286007,150,0.0555080411525404
404_3_71,6,404_3,6.36,0.286007,150,0.0555080411525404
404_3_72,6,404_3,6.36,0.286007,150,0.0555080411525404
404_3_73,6,404_3,6.36,0.286007,150,0.0555080411525404
404_3_74,6,404_3,6.36,0.286007,150,0.0555080411525404
404_3_75,6,404_3,6.36,0.286007,150,0.0555080411525404
404_3_76,6,404_3,6.36,0.286007,150,0.0555080411525404
404_3_136,6,404_3,6.36,0.286007,150,0.0555080411525404
404_3_137,6,404_3,6.36,0.286007,150,0.0555080411525404
404_3_138,6,404_3,6.36,0.286007,150,0.0555080411525404
404_3_139,6,404_3,6.36,0.286007,150,0.0555080411525404
404_3_140,6,404_3,6.36,0.286007,150,0.0555080411525404
404_3_141,6,404_3,6.36,0.286007,150,0.0555080411525404
404_3_142,6,404_3,6.36,0.286007,150,0.0555080411525404
404_3_143,6,404_3,6.36,0.286007,150,0.0555080411525404
404_3_144,6,404_3,6.36,0.286007,150,0.0555080411525404
404_3_145,6,404_3,6.36,0.286007,150,0.0555080411525404
404_3_146,6,404_3,6.36,0.286007,150,0.0555080411525404
404_3_147,6,404_3,6.36,0.286007,150,0.0555080411525404
404_3_148,6,404_3,6.36,0.286007,150,0.0555080411525404
404_3_149,6,404_3,6.36,0.286007,150,0.0555080411525404
404_3_150,6,404_3,6.36,0.286007,150,0.0555080411525404
406_3_315,6,406_3,3.55,0.217673,335,0.0275069052024822
406_3_316,6,406_3,3.55,0.217673,335,0.0275069052024822
406_3_317,6,406_3,3.55,0.217673,335,0.0275069052024822
406_3_318,6,406_3,3.55,0.217673,335,0.0275069052024822
406_3_319,6,406_3,3.55,0.217673,335,0.0275069052024822
406_3_320,6,406_3,3.55,0.217673,335,0.0275069052024822
406_3_321,6,406_3,3.55,0.217673,335,0.0275069052024822
406_3_322,6,406_3,3.55,0.217673,335,0.0275069052024822
406_3_323,6,406_3,3.55,0.217673,335,0.0275069052024822
406_3_324,6,406_3,3.55,0.217673,335,0.0275069052024822
406_3_325,6,406_3,3.55,0.217673,335,0.0275069052024822
406_3_326,6,406_3,3.55,0.217673,335,0.0275069052024822
406_3_327,6,406_3,3.55,0.217673,335,0.0275069052024822
406_3_328,6,406_3,3.55,0.217673,335,0.0275069052024822
406_3_329,6,406_3,3.55,0.217673,335,0.0275069052024822
406_3_330,6,406_3,3.55,0.217673,335,0.0275069052024822
406_3_331,6,406_3,3.55,0.217673,335,0.0275069052024822
406_3_332,6,406_3,3.55,0.217673,335,0.0275069052024822
406_3_333,6,406_3,3.55,0.217673,335,0.0275069052024822
406_3_334,6,406_3,3.55,0.217673,335,0.0275069052024822
406_3_335,6,406_3,3.55,0.217673,335,0.0275069052024822
407_3_276,6,407_3,6.16,0.279866,335,0.0544373522683973
407_3_277,6,407_3,6.16,0.279866,335,0.0544373522683973
407_3_278,6,407_3,6.16,0.279866,335,0.0544373522683973
407_3_279,6,407_3,6.16,0.279866,335,0.0544373522683973
407_3_280,6,407_3,6.16,0.279866,335,0.0544373522683973
407_3_281,6,407_3,6.16,0.279866,335,0.0544373522683973
407_3_282,6,407_3,6.16,0.279866,335,0.0544373522683973
407_3_283,6,407_3,6.16,0.279866,335,0.0544373522683973
407_3_284,6,407_3,6.16,0.279866,335,0.0544373522683973
407_3_285,6,407_3,6.16,0.279866,335,0.0544373522683973
407_3_286,6,407_3,6.16,0.279866,335,0.0544373522683973
407_3_287,6,407_3,6.16,0.279866,335,0.0544373522683973
407_3_288,6,407_3,6.16,0.279866,335,0.0544373522683973
407_3_289,6,407_3,6.16,0.279866,335,0.0544373522683973
407_3_290,6,407_3,6.16,0.279866,335,0.0544373522683973
407_3_291,6,407_3,6.16,0.279866,335,0.0544373522683973
407_3_292,6,407_3,6.16,0.279866,335,0.0544373522683973
407_3_293,6,407_3,6.16,0.279866,335,0.0544373522683973
407_3_294,6,407_3,6.16,0.279866,335,0.0544373522683973
407_3_295,6,407_3,6.16,0.279866,335,0.0544373522683973
407_3_296,6,407_3,6.16,0.279866,335,0.0544373522683973
407_3_297,6,407_3,6.16,0.279866,335,0.0544373522683973
407_3_298,6,407_3,6.16,0.279866,335,0.0544373522683973
407_3_299,6,407_3,6.16,0.279866,335,0.0544373522683973
407_3_300,6,407_3,6.16,0.279866,335,0.0544373522683973
407_3_301,6,407_3,6.16,0.279866,335,0.0544373522683973
407_3_302,6,407_3,6.16,0.279866,335,0.0544373522683973
407_3_303,6,407_3,6.16,0.279866,335,0.0544373522683973
407_3_304,6,407_3,6.16,0.279866,335,0.0544373522683973
407_3_305,6,407_3,6.16,0.279866,335,0.0544373522683973
407_3_306,6,407_3,6.16,0.279866,335,0.0544373522683973
407_3_307,6,407_3,6.16,0.279866,335,0.0544373522683973
407_3_308,6,407_3,6.16,0.279866,335,0.0544373522683973
407_3_309,6,407_3,6.16,0.279866,335,0.0544373522683973
407_3_310,6,407_3,6.16,0.279866,335,0.0544373522683973
407_3_311,6,407_3,6.16,0.279866,335,0.0544373522683973
407_3_312,6,407_3,6.16,0.279866,335,0.0544373522683973
407_3_313,6,407_3,6.16,0.279866,335,0.0544373522683973
407_3_314,6,407_3,6.16,0.279866,335,0.0544373522683973
407_3_315,6,407_3,6.16,0.279866,335,0.0544373522683973
407_3_316,6,407_3,6.16,0.279866,335,0.0544373522683973
407_3_317,6,407_3,6.16,0.279866,335,0.0544373522683973
407_3_318,6,407_3,6.16,0.279866,335,0.0544373522683973
407_3_319,6,407_3,6.16,0.279866,335,0.0544373522683973
407_3_320,6,407_3,6.16,0.279866,335,0.0544373522683973
407_3_321,6,407_3,6.16,0.279866,335,0.0544373522683973
407_3_322,6,407_3,6.16,0.279866,335,0.0544373522683973
407_3_323,6,407_3,6.16,0.279866,335,0.0544373522683973
407_3_324,6,407_3,6.16,0.279866,335,0.0544373522683973
407_3_325,6,407_3,6.16,0.279866,335,0.0544373522683973
407_3_326,6,407_3,6.16,0.279866,335,0.0544373522683973
407_3_327,6,407_3,6.16,0.279866,335,0.0544373522683973
407_3_328,6,407_3,6.16,0.279866,335,0.0544373522683973
407_3_329,6,407_3,6.16,0.279866,335,0.0544373522683973
407_3_330,6,407_3,6.16,0.279866,335,0.0544373522683973
407_3_331,6,407_3,6.16,0.279866,335,0.0544373522683973
407_3_332,6,407_3,6.16,0.279866,335,0.0544373522683973
407_3_333,6,407_3,6.16,0.279866,335,0.0544373522683973
407_3_334,6,407_3,6.16,0.279866,335,0.0544373522683973
407_3_335,6,407_3,6.16,0.279866,335,0.0544373522683973
408_3_22,6,408_3,5.07,0.244883,58,0.0482651443077338
408_3_23,6,408_3,5.07,0.244883,58,0.0482651443077338
408_3_24,6,408_3,5.07,0.244883,58,0.0482651443077338
408_3_25,6,408_3,5.07,0.244883,58,0.0482651443077338
408_3_26,6,408_3,5.07,0.244883,58,0.0482651443077338
408_3_27,6,408_3,5.07,0.244883,58,0.0482651443077338
408_3_28,6,408_3,5.07,0.244883,58,0.0482651443077338
408_3_29,6,408_3,5.07,0.244883,58,0.0482651443077338
408_3_30,6,408_3,5.07,0.244883,58,0.0482651443077338
408_3_31,6,408_3,5.07,0.244883,58,0.0482651443077338
408_3_32,6,408_3,5.07,0.244883,58,0.0482651443077338
408_3_33,6,408_3,5.07,0.244883,58,0.0482651443077338
408_3_34,6,408_3,5.07,0.244883,58,0.0482651443077338
408_3_35,6,408_3,5.07,0.244883,58,0.0482651443077338
408_3_36,6,408_3,5.07,0.244883,58,0.0482651443077338
408_3_37,6,408_3,5.07,0.244883,58,0.0482651443077338
408_3_38,6,408_3,5.07,0.244883,58,0.0482651443077338
408_3_39,6,408_3,5.07,0.244883,58,0.0482651443077338
408_3_40,6,408_3,5.07,0.244883,58,0.0482651443077338
408_3_41,6,408_3,5.07,0.244883,58,0.0482651443077338
408_3_42,6,408_3,5.07,0.244883,58,0.0482651443077338
408_3_43,6,408_3,5.07,0.244883,58,0.0482651443077338
408_3_44,6,408_3,5.07,0.244883,58,0.0482651443077338
408_3_45,6,408_3,5.07,0.244883,58,0.0482651443077338
408_3_46,6,408_3,5.07,0.244883,58,0.0482651443077338
408_3_47,6,408_3,5.07,0.244883,58,0.0482651443077338
408_3_48,6,408_3,5.07,0.244883,58,0.0482651443077338
408_3_49,6,408_3,5.07,0.244883,58,0.0482651443077338
408_3_50,6,408_3,5.07,0.244883,58,0.0482651443077338
408_3_51,6,408_3,5.07,0.244883,58,0.0482651443077338
408_3_52,6,408_3,5.07,0.244883,58,0.0482651443077338
408_3_53,6,408_3,5.07,0.244883,58,0.0482651443077338
408_3_54,6,408_3,5.07,0.244883,58,0.0482651443077338
408_3_55,6,408_3,5.07,0.244883,58,0.0482651443077338
408_3_56,6,408_3,5.07,0.244883,58,0.0482651443077338
408_3_57,6,408_3,5.07,0.244883,58,0.0482651443077338
408_3_58,6,408_3,5.07,0.244883,58,0.0482651443077338
410_3_155,6,410_3,5.02,0.235186,165,0.0512929576327644
410_3_156,6,410_3,5.02,0.235186,165,0.0512929576327644
410_3_157,6,410_3,5.02,0.235186,165,0.0512929576327644
410_3_158,6,410_3,5.02,0.235186,165,0.0512929576327644
410_3_159,6,410_3,5.02,0.235186,165,0.0512929576327644
410_3_160,6,410_3,5.02,0.235186,165,0.0512929576327644
410_3_161,6,410_3,5.02,0.235186,165,0.0512929576327644
410_3_162,6,410_3,5.02,0.235186,165,0.0512929576327644
410_3_163,6,410_3,5.02,0.235186,165,0.0512929576327644
410_3_164,6,410_3,5.02,0.235186,165,0.0512929576327644
410_3_165,6,410_3,5.02,0.235186,165,0.0512929576327644
411_3_122,6,411_3,4.5,0.217936,142,0.048002998983917
411_3_123,6,411_3,4.5,0.217936,142,0.048002998983917
411_3_124,6,411_3,4.5,0.217936,142,0.048002998983917
411_3_125,6,411_3,4.5,0.217936,142,0.048002998983917
411_3_126,6,411_3,4.5,0.217936,142,0.048002998983917
411_3_127,6,411_3,4.5,0.217936,142,0.048002998983917
411_3_128,6,411_3,4.5,0.217936,142,0.048002998983917
411_3_129,6,411_3,4.5,0.217936,142,0.048002998983917
411_3_130,6,411_3,4.5,0.217936,142,0.048002998983917
411_3_131,6,411_3,4.5,0.217936,142,0.048002998983917
411_3_132,6,411_3,4.5,0.217936,142,0.048002998983917
411_3_133,6,411_3,4.5,0.217936,142,0.048002998983917
411_3_134,6,411_3,4.5,0.217936,142,0.048002998983917
411_3_135,6,411_3,4.5,0.217936,142,0.048002998983917
411_3_136,6,411_3,4.5,0.217936,142,0.048002998983917
411_3_137,6,411_3,4.5,0.217936,142,0.048002998983917
411_3_138,6,411_3,4.5,0.217936,142,0.048002998983917
411_3_139,6,411_3,4.5,0.217936,142,0.048002998983917
411_3_140,6,411_3,4.5,0.217936,142,0.048002998983917
411_3_141,6,411_3,4.5,0.217936,142,0.048002998983917
411_3_142,6,411_3,4.5,0.217936,142,0.048002998983917
413_3_8,6,413_3,6.65,0.316997,203,0.0495609791277711
413_3_9,6,413_3,6.65,0.316997,203,0.0495609791277711
413_3_10,6,413_3,6.65,0.316997,203,0.0495609791277711
413_3_11,6,413_3,6.65,0.316997,203,0.0495609791277711
413_3_12,6,413_3,6.65,0.316997,203,0.0495609791277711
413_3_13,6,413_3,6.65,0.316997,203,0.0495609791277711
413_3_14,6,413_3,6.65,0.316997,203,0.0495609791277711
413_3_15,6,413_3,6.65,0.316997,203,0.0495609791277711
413_3_16,6,413_3,6.65,0.316997,203,0.0495609791277711
413_3_17,6,413_3,6.65,0.316997,203,0.0495609791277711
413_3_18,6,413_3,6.65,0.316997,203,0.0495609791277711
413_3_19,6,413_3,6.65,0.316997,203,0.0495609791277711
413_3_20,6,413_3,6.65,0.316997,203,0.0495609791277711
413_3_21,6,413_3,6.65,0.316997,203,0.0495609791277711
413_3_22,6,413_3,6.65,0.316997,203,0.0495609791277711
413_3_23,6,413_3,6.65,0.316997,203,0.0495609791277711
413_3_24,6,413_3,6.65,0.316997,203,0.0495609791277711
413_3_25,6,413_3,6.65,0.316997,203,0.0495609791277711
413_3_26,6,413_3,6.65,0.316997,203,0.0495609791277711
413_3_27,6,413_3,6.65,0.316997,203,0.0495609791277711
413_3_28,6,413_3,6.65,0.316997,203,0.0495609791277711
413_3_29,6,413_3,6.65,0.316997,203,0.0495609791277711
413_3_30,6,413_3,6.65,0.316997,203,0.0495609791277711
413_3_31,6,413_3,6.65,0.316997,203,0.0495609791277711
413_3_32,6,413_3,6.65,0.316997,203,0.0495609791277711
413_3_33,6,413_3,6.65,0.316997,203,0.0495609791277711
413_3_34,6,413_3,6.65,0.316997,203,0.0495609791277711
413_3_35,6,413_3,6.65,0.316997,203,0.0495609791277711
413_3_36,6,413_3,6.65,0.316997,203,0.0495609791277711
413_3_37,6,413_3,6.65,0.316997,203,0.0495609791277711
413_3_38,6,413_3,6.65,0.316997,203,0.0495609791277711
413_3_39,6,413_3,6.65,0.316997,203,0.0495609791277711
413_3_40,6,413_3,6.65,0.316997,203,0.0495609791277711
413_3_41,6,413_3,6.65,0.316997,203,0.0495609791277711
413_3_42,6,413_3,6.65,0.316997,203,0.0495609791277711
413_3_43,6,413_3,6.65,0.316997,203,0.0495609791277711
413_3_44,6,413_3,6.65,0.316997,203,0.0495609791277711
413_3_45,6,413_3,6.65,0.316997,203,0.0495609791277711
413_3_46,6,413_3,6.65,0.316997,203,0.0495609791277711
413_3_47,6,413_3,6.65,0.316997,203,0.0495609791277711
413_3_48,6,413_3,6.65,0.316997,203,0.0495609791277711
413_3_49,6,413_3,6.65,0.316997,203,0.0495609791277711
413_3_50,6,413_3,6.65,0.316997,203,0.0495609791277711
413_3_51,6,413_3,6.65,0.316997,203,0.0495609791277711
413_3_52,6,413_3,6.65,0.316997,203,0.0495609791277711
413_3_53,6,413_3,6.65,0.316997,203,0.0495609791277711
413_3_54,6,413_3,6.65,0.316997,203,0.0495609791277711
413_3_55,6,413_3,6.65,0.316997,203,0.0495609791277711
413_3_56,6,413_3,6.65,0.316997,203,0.0495609791277711
413_3_57,6,413_3,6.65,0.316997,203,0.0495609791277711
413_3_58,6,413_3,6.65,0.316997,203,0.0495609791277711
413_3_59,6,413_3,6.65,0.316997,203,0.0495609791277711
413_3_60,6,413_3,6.65,0.316997,203,0.0495609791277711
413_3_61,6,413_3,6.65,0.316997,203,0.0495609791277711
413_3_62,6,413_3,6.65,0.316997,203,0.0495609791277711
413_3_63,6,413_3,6.65,0.316997,203,0.0495609791277711
413_3_64,6,413_3,6.65,0.316997,203,0.0495609791277711
413_3_65,6,413_3,6.65,0.316997,203,0.0495609791277711
413_3_66,6,413_3,6.65,0.316997,203,0.0495609791277711
413_3_67,6,413_3,6.65,0.316997,203,0.0495609791277711
413_3_68,6,413_3,6.65,0.316997,203,0.0495609791277711
413_3_69,6,413_3,6.65,0.316997,203,0.0495609791277711
413_3_70,6,413_3,6.65,0.316997,203,0.0495609791277711
413_3_71,6,413_3,6.65,0.316997,203,0.0495609791277711
413_3_72,6,413_3,6.65,0.316997,203,0.0495609791277711
413_3_73,6,413_3,6.65,0.316997,203,0.0495609791277711
413_3_74,6,413_3,6.65,0.316997,203,0.0495609791277711
413_3_75,6,413_3,6.65,0.316997,203,0.0495609791277711
413_3_76,6,413_3,6.65,0.316997,203,0.0495609791277711
413_3_77,6,413_3,6.65,0.316997,203,0.0495609791277711
413_3_78,6,413_3,6.65,0.316997,203,0.0495609791277711
413_3_79,6,413_3,6.65,0.316997,203,0.0495609791277711
413_3_80,6,413_3,6.65,0.316997,203,0.0495609791277711
413_3_90,6,413_3,6.65,0.316997,203,0.0495609791277711
413_3_91,6,413_3,6.65,0.316997,203,0.0495609791277711
413_3_92,6,413_3,6.65,0.316997,203,0.0495609791277711
413_3_93,6,413_3,6.65,0.316997,203,0.0495609791277711
413_3_94,6,413_3,6.65,0.316997,203,0.0495609791277711
413_3_95,6,413_3,6.65,0.316997,203,0.0495609791277711
413_3_96,6,413_3,6.65,0.316997,203,0.0495609791277711
413_3_97,6,413_3,6.65,0.316997,203,0.0495609791277711
413_3_98,6,413_3,6.65,0.316997,203,0.0495609791277711
413_3_99,6,413_3,6.65,0.316997,203,0.0495609791277711
413_3_100,6,413_3,6.65,0.316997,203,0.0495609791277711
413_3_110,6,413_3,6.65,0.316997,203,0.0495609791277711
413_3_111,6,413_3,6.65,0.316997,203,0.0495609791277711
413_3_133,6,413_3,6.65,0.316997,203,0.0495609791277711
413_3_134,6,413_3,6.65,0.316997,203,0.0495609791277711
413_3_135,6,413_3,6.65,0.316997,203,0.0495609791277711
413_3_136,6,413_3,6.65,0.316997,203,0.0495609791277711
413_3_137,6,413_3,6.65,0.316997,203,0.0495609791277711
413_3_138,6,413_3,6.65,0.316997,203,0.0495609791277711
413_3_139,6,413_3,6.65,0.316997,203,0.0495609791277711
413_3_164,6,413_3,6.65,0.316997,203,0.0495609791277711
413_3_165,6,413_3,6.65,0.316997,203,0.0495609791277711
413_3_178,6,413_3,6.65,0.316997,203,0.0495609791277711
413_3_179,6,413_3,6.65,0.316997,203,0.0495609791277711
413_3_180,6,413_3,6.65,0.316997,203,0.0495609791277711
413_3_181,6,413_3,6.65,0.316997,203,0.0495609791277711
413_3_182,6,413_3,6.65,0.316997,203,0.0495609791277711
413_3_183,6,413_3,6.65,0.316997,203,0.0495609791277711
413_3_184,6,413_3,6.65,0.316997,203,0.0495609791277711
413_3_185,6,413_3,6.65,0.316997,203,0.0495609791277711
413_3_186,6,413_3,6.65,0.316997,203,0.0495609791277711
413_3_187,6,413_3,6.65,0.316997,203,0.0495609791277711
413_3_188,6,413_3,6.65,0.316997,203,0.0495609791277711
413_3_189,6,413_3,6.65,0.316997,203,0.0495609791277711
413_3_190,6,413_3,6.65,0.316997,203,0.0495609791277711
413_3_191,6,413_3,6.65,0.316997,203,0.0495609791277711
413_3_192,6,413_3,6.65,0.316997,203,0.0495609791277711
413_3_193,6,413_3,6.65,0.316997,203,0.0495609791277711
413_3_194,6,413_3,6.65,0.316997,203,0.0495609791277711
413_3_195,6,413_3,6.65,0.316997,203,0.0495609791277711
413_3_196,6,413_3,6.65,0.316997,203,0.0495609791277711
413_3_197,6,413_3,6.65,0.316997,203,0.0495609791277711
413_3_198,6,413_3,6.65,0.316997,203,0.0495609791277711
413_3_199,6,413_3,6.65,0.316997,203,0.0495609791277711
413_3_200,6,413_3,6.65,0.316997,203,0.0495609791277711
413_3_201,6,413_3,6.65,0.316997,203,0.0495609791277711
413_3_202,6,413_3,6.65,0.316997,203,0.0495609791277711
413_3_203,6,413_3,6.65,0.316997,203,0.0495609791277711
415_3_5,6,415_3,3.73,0.098111,438,0.1300455289002957
415_3_6,6,415_3,3.73,0.098111,438,0.1300455289002957
415_3_7,6,415_3,3.73,0.098111,438,0.1300455289002957
415_3_192,6,415_3,3.73,0.098111,438,0.1300455289002957
415_3_193,6,415_3,3.73,0.098111,438,0.1300455289002957
415_3_194,6,415_3,3.73,0.098111,438,0.1300455289002957
415_3_195,6,415_3,3.73,0.098111,438,0.1300455289002957
415_3_196,6,415_3,3.73,0.098111,438,0.1300455289002957
415_3_197,6,415_3,3.73,0.098111,438,0.1300455289002957
415_3_198,6,415_3,3.73,0.098111,438,0.1300455289002957
415_3_199,6,415_3,3.73,0.098111,438,0.1300455289002957
415_3_200,6,415_3,3.73,0.098111,438,0.1300455289002957
415_3_201,6,415_3,3.73,0.098111,438,0.1300455289002957
415_3_219,6,415_3,3.73,0.098111,438,0.1300455289002957
415_3_220,6,415_3,3.73,0.098111,438,0.1300455289002957
415_3_221,6,415_3,3.73,0.098111,438,0.1300455289002957
415_3_222,6,415_3,3.73,0.098111,438,0.1300455289002957
415_3_223,6,415_3,3.73,0.098111,438,0.1300455289002957
415_3_224,6,415_3,3.73,0.098111,438,0.1300455289002957
415_3_225,6,415_3,3.73,0.098111,438,0.1300455289002957
415_3_226,6,415_3,3.73,0.098111,438,0.1300455289002957
415_3_227,6,415_3,3.73,0.098111,438,0.1300455289002957
415_3_228,6,415_3,3.73,0.098111,438,0.1300455289002957
415_3_229,6,415_3,3.73,0.098111,438,0.1300455289002957
415_3_230,6,415_3,3.73,0.098111,438,0.1300455289002957
415_3_231,6,415_3,3.73,0.098111,438,0.1300455289002957
415_3_232,6,415_3,3.73,0.098111,438,0.1300455289002957
415_3_233,6,415_3,3.73,0.098111,438,0.1300455289002957
415_3_234,6,415_3,3.73,0.098111,438,0.1300455289002957
415_3_235,6,415_3,3.73,0.098111,438,0.1300455289002957
415_3_236,6,415_3,3.73,0.098111,438,0.1300455289002957
415_3_237,6,415_3,3.73,0.098111,438,0.1300455289002957
415_3_238,6,415_3,3.73,0.098111,438,0.1300455289002957
415_3_239,6,415_3,3.73,0.098111,438,0.1300455289002957
415_3_240,6,415_3,3.73,0.098111,438,0.1300455289002957
415_3_241,6,415_3,3.73,0.098111,438,0.1300455289002957
415_3_242,6,415_3,3.73,0.098111,438,0.1300455289002957
415_3_243,6,415_3,3.73,0.098111,438,0.1300455289002957
415_3_244,6,415_3,3.73,0.098111,438,0.1300455289002957
415_3_245,6,415_3,3.73,0.098111,438,0.1300455289002957
415_3_246,6,415_3,3.73,0.098111,438,0.1300455289002957
415_3_247,6,415_3,3.73,0.098111,438,0.1300455289002957
415_3_248,6,415_3,3.73,0.098111,438,0.1300455289002957
415_3_249,6,415_3,3.73,0.098111,438,0.1300455289002957
415_3_250,6,415_3,3.73,0.098111,438,0.1300455289002957
415_3_251,6,415_3,3.73,0.098111,438,0.1300455289002957
415_3_252,6,415_3,3.73,0.098111,438,0.1300455289002957
415_3_253,6,415_3,3.73,0.098111,438,0.1300455289002957
415_3_254,6,415_3,3.73,0.098111,438,0.1300455289002957
415_3_255,6,415_3,3.73,0.098111,438,0.1300455289002957
415_3_256,6,415_3,3.73,0.098111,438,0.1300455289002957
415_3_257,6,415_3,3.73,0.098111,438,0.1300455289002957
415_3_258,6,415_3,3.73,0.098111,438,0.1300455289002957
415_3_259,6,415_3,3.73,0.098111,438,0.1300455289002957
415_3_260,6,415_3,3.73,0.098111,438,0.1300455289002957
415_3_261,6,415_3,3.73,0.098111,438,0.1300455289002957
415_3_262,6,415_3,3.73,0.098111,438,0.1300455289002957
415_3_263,6,415_3,3.73,0.098111,438,0.1300455289002957
415_3_264,6,415_3,3.73,0.098111,438,0.1300455289002957
415_3_265,6,415_3,3.73,0.098111,438,0.1300455289002957
415_3_266,6,415_3,3.73,0.098111,438,0.1300455289002957
415_3_267,6,415_3,3.73,0.098111,438,0.1300455289002957
415_3_268,6,415_3,3.73,0.098111,438,0.1300455289002957
415_3_269,6,415_3,3.73,0.098111,438,0.1300455289002957
415_3_270,6,415_3,3.73,0.098111,438,0.1300455289002957
415_3_271,6,415_3,3.73,0.098111,438,0.1300455289002957
415_3_272,6,415_3,3.73,0.098111,438,0.1300455289002957
415_3_273,6,415_3,3.73,0.098111,438,0.1300455289002957
415_3_274,6,415_3,3.73,0.098111,438,0.1300455289002957
415_3_275,6,415_3,3.73,0.098111,438,0.1300455289002957
415_3_276,6,415_3,3.73,0.098111,438,0.1300455289002957
415_3_277,6,415_3,3.73,0.098111,438,0.1300455289002957
415_3_278,6,415_3,3.73,0.098111,438,0.1300455289002957
415_3_279,6,415_3,3.73,0.098111,438,0.1300455289002957
415_3_280,6,415_3,3.73,0.098111,438,0.1300455289002957
415_3_281,6,415_3,3.73,0.098111,438,0.1300455289002957
415_3_282,6,415_3,3.73,0.098111,438,0.1300455289002957
415_3_283,6,415_3,3.73,0.098111,438,0.1300455289002957
415_3_284,6,415_3,3.73,0.098111,438,0.1300455289002957
415_3_285,6,415_3,3.73,0.098111,438,0.1300455289002957
415_3_286,6,415_3,3.73,0.098111,438,0.1300455289002957
415_3_287,6,415_3,3.73,0.098111,438,0.1300455289002957
415_3_288,6,415_3,3.73,0.098111,438,0.1300455289002957
415_3_289,6,415_3,3.73,0.098111,438,0.1300455289002957
415_3_290,6,415_3,3.73,0.098111,438,0.1300455289002957
415_3_291,6,415_3,3.73,0.098111,438,0.1300455289002957
415_3_292,6,415_3,3.73,0.098111,438,0.1300455289002957
415_3_293,6,415_3,3.73,0.098111,438,0.1300455289002957
415_3_294,6,415_3,3.73,0.098111,438,0.1300455289002957
415_3_295,6,415_3,3.73,0.098111,438,0.1300455289002957
415_3_296,6,415_3,3.73,0.098111,438,0.1300455289002957
415_3_297,6,415_3,3.73,0.098111,438,0.1300455289002957
415_3_298,6,415_3,3.73,0.098111,438,0.1300455289002957
415_3_299,6,415_3,3.73,0.098111,438,0.1300455289002957
415_3_300,6,415_3,3.73,0.098111,438,0.1300455289002957
415_3_301,6,415_3,3.73,0.098111,438,0.1300455289002957
415_3_302,6,415_3,3.73,0.098111,438,0.1300455289002957
415_3_303,6,415_3,3.73,0.098111,438,0.1300455289002957
415_3_304,6,415_3,3.73,0.098111,438,0.1300455289002957
415_3_305,6,415_3,3.73,0.098111,438,0.1300455289002957
415_3_306,6,415_3,3.73,0.098111,438,0.1300455289002957
415_3_307,6,415_3,3.73,0.098111,438,0.1300455289002957
415_3_308,6,415_3,3.73,0.098111,438,0.1300455289002957
415_3_309,6,415_3,3.73,0.098111,438,0.1300455289002957
415_3_310,6,415_3,3.73,0.098111,438,0.1300455289002957
415_3_311,6,415_3,3.73,0.098111,438,0.1300455289002957
415_3_312,6,415_3,3.73,0.098111,438,0.1300455289002957
415_3_313,6,415_3,3.73,0.098111,438,0.1300455289002957
415_3_314,6,415_3,3.73,0.098111,438,0.1300455289002957
415_3_315,6,415_3,3.73,0.098111,438,0.1300455289002957
415_3_316,6,415_3,3.73,0.098111,438,0.1300455289002957
415_3_317,6,415_3,3.73,0.098111,438,0.1300455289002957
415_3_318,6,415_3,3.73,0.098111,438,0.1300455289002957
415_3_319,6,415_3,3.73,0.098111,438,0.1300455289002957
415_3_320,6,415_3,3.73,0.098111,438,0.1300455289002957
415_3_321,6,415_3,3.73,0.098111,438,0.1300455289002957
415_3_322,6,415_3,3.73,0.098111,438,0.1300455289002957
415_3_323,6,415_3,3.73,0.098111,438,0.1300455289002957
415_3_324,6,415_3,3.73,0.098111,438,0.1300455289002957
415_3_382,6,415_3,3.73,0.098111,438,0.1300455289002957
415_3_383,6,415_3,3.73,0.098111,438,0.1300455289002957
415_3_384,6,415_3,3.73,0.098111,438,0.1300455289002957
415_3_385,6,415_3,3.73,0.098111,438,0.1300455289002957
415_3_386,6,415_3,3.73,0.098111,438,0.1300455289002957
415_3_387,6,415_3,3.73,0.098111,438,0.1300455289002957
415_3_388,6,415_3,3.73,0.098111,438,0.1300455289002957
415_3_389,6,415_3,3.73,0.098111,438,0.1300455289002957
415_3_390,6,415_3,3.73,0.098111,438,0.1300455289002957
415_3_391,6,415_3,3.73,0.098111,438,0.1300455289002957
415_3_392,6,415_3,3.73,0.098111,438,0.1300455289002957
415_3_393,6,415_3,3.73,0.098111,438,0.1300455289002957
415_3_394,6,415_3,3.73,0.098111,438,0.1300455289002957
415_3_395,6,415_3,3.73,0.098111,438,0.1300455289002957
415_3_396,6,415_3,3.73,0.098111,438,0.1300455289002957
415_3_397,6,415_3,3.73,0.098111,438,0.1300455289002957
415_3_398,6,415_3,3.73,0.098111,438,0.1300455289002957
415_3_399,6,415_3,3.73,0.098111,438,0.1300455289002957
415_3_400,6,415_3,3.73,0.098111,438,0.1300455289002957
415_3_401,6,415_3,3.73,0.098111,438,0.1300455289002957
415_3_402,6,415_3,3.73,0.098111,438,0.1300455289002957
415_3_403,6,415_3,3.73,0.098111,438,0.1300455289002957
415_3_404,6,415_3,3.73,0.098111,438,0.1300455289002957
