index,Class,video,HC,head_ps,frames_n_x,frames_n_y
61_1_5,2,61_1,15.58,0.090294,300,300
61_1_6,2,61_1,15.58,0.090294,300,300
61_1_7,2,61_1,15.58,0.090294,300,300
61_1_8,2,61_1,15.58,0.090294,300,300
61_1_9,2,61_1,15.58,0.090294,300,300
61_1_10,2,61_1,15.58,0.090294,300,300
61_1_11,2,61_1,15.58,0.090294,300,300
61_1_12,2,61_1,15.58,0.090294,300,300
61_1_13,2,61_1,15.58,0.090294,300,300
61_1_14,2,61_1,15.58,0.090294,300,300
61_1_15,2,61_1,15.58,0.090294,300,300
61_1_16,2,61_1,15.58,0.090294,300,300
61_1_17,2,61_1,15.58,0.090294,300,300
61_1_18,2,61_1,15.58,0.090294,300,300
61_1_19,2,61_1,15.58,0.090294,300,300
61_1_20,2,61_1,15.58,0.090294,300,300
61_1_21,2,61_1,15.58,0.090294,300,300
61_1_22,2,61_1,15.58,0.090294,300,300
61_1_23,2,61_1,15.58,0.090294,300,300
61_1_24,2,61_1,15.58,0.090294,300,300
61_1_25,2,61_1,15.58,0.090294,300,300
61_1_26,2,61_1,15.58,0.090294,300,300
61_1_27,2,61_1,15.58,0.090294,300,300
61_1_28,2,61_1,15.58,0.090294,300,300
61_1_29,2,61_1,15.58,0.090294,300,300
61_1_30,2,61_1,15.58,0.090294,300,300
61_1_31,2,61_1,15.58,0.090294,300,300
61_1_32,2,61_1,15.58,0.090294,300,300
61_1_33,2,61_1,15.58,0.090294,300,300
61_1_34,2,61_1,15.58,0.090294,300,300
61_1_35,2,61_1,15.58,0.090294,300,300
61_1_36,2,61_1,15.58,0.090294,300,300
61_1_37,2,61_1,15.58,0.090294,300,300
61_1_38,2,61_1,15.58,0.090294,300,300
61_1_39,2,61_1,15.58,0.090294,300,300
61_1_40,2,61_1,15.58,0.090294,300,300
61_1_41,2,61_1,15.58,0.090294,300,300
61_1_42,2,61_1,15.58,0.090294,300,300
61_1_43,2,61_1,15.58,0.090294,300,300
61_1_44,2,61_1,15.58,0.090294,300,300
61_1_45,2,61_1,15.58,0.090294,300,300
61_1_46,2,61_1,15.58,0.090294,300,300
61_1_47,2,61_1,15.58,0.090294,300,300
61_1_48,2,61_1,15.58,0.090294,300,300
61_1_49,2,61_1,15.58,0.090294,300,300
61_1_50,2,61_1,15.58,0.090294,300,300
61_1_51,2,61_1,15.58,0.090294,300,300
61_1_52,2,61_1,15.58,0.090294,300,300
61_1_53,2,61_1,15.58,0.090294,300,300
61_1_54,2,61_1,15.58,0.090294,300,300
61_1_55,2,61_1,15.58,0.090294,300,300
61_1_56,2,61_1,15.58,0.090294,300,300
61_1_57,2,61_1,15.58,0.090294,300,300
61_1_58,2,61_1,15.58,0.090294,300,300
61_1_59,2,61_1,15.58,0.090294,300,300
61_1_60,2,61_1,15.58,0.090294,300,300
61_1_61,2,61_1,15.58,0.090294,300,300
61_1_62,2,61_1,15.58,0.090294,300,300
61_1_63,2,61_1,15.58,0.090294,300,300
61_1_64,2,61_1,15.58,0.090294,300,300
61_1_65,2,61_1,15.58,0.090294,300,300
61_1_66,2,61_1,15.58,0.090294,300,300
61_1_67,2,61_1,15.58,0.090294,300,300
61_1_68,2,61_1,15.58,0.090294,300,300
61_1_69,2,61_1,15.58,0.090294,300,300
61_1_70,2,61_1,15.58,0.090294,300,300
61_1_71,2,61_1,15.58,0.090294,300,300
61_1_72,2,61_1,15.58,0.090294,300,300
61_1_73,2,61_1,15.58,0.090294,300,300
61_1_74,2,61_1,15.58,0.090294,300,300
61_1_75,2,61_1,15.58,0.090294,300,300
61_1_76,2,61_1,15.58,0.090294,300,300
61_1_77,2,61_1,15.58,0.090294,300,300
61_1_78,2,61_1,15.58,0.090294,300,300
61_1_79,2,61_1,15.58,0.090294,300,300
61_1_80,2,61_1,15.58,0.090294,300,300
61_1_81,2,61_1,15.58,0.090294,300,300
61_1_82,2,61_1,15.58,0.090294,300,300
61_1_83,2,61_1,15.58,0.090294,300,300
61_1_84,2,61_1,15.58,0.090294,300,300
61_1_85,2,61_1,15.58,0.090294,300,300
61_1_86,2,61_1,15.58,0.090294,300,300
61_1_87,2,61_1,15.58,0.090294,300,300
61_1_88,2,61_1,15.58,0.090294,300,300
61_1_89,2,61_1,15.58,0.090294,300,300
61_1_90,2,61_1,15.58,0.090294,300,300
61_1_91,2,61_1,15.58,0.090294,300,300
61_1_92,2,61_1,15.58,0.090294,300,300
61_1_93,2,61_1,15.58,0.090294,300,300
61_1_94,2,61_1,15.58,0.090294,300,300
61_1_95,2,61_1,15.58,0.090294,300,300
61_1_96,2,61_1,15.58,0.090294,300,300
61_1_97,2,61_1,15.58,0.090294,300,300
61_1_98,2,61_1,15.58,0.090294,300,300
61_1_99,2,61_1,15.58,0.090294,300,300
61_1_100,2,61_1,15.58,0.090294,300,300
61_1_101,2,61_1,15.58,0.090294,300,300
61_1_102,2,61_1,15.58,0.090294,300,300
61_1_103,2,61_1,15.58,0.090294,300,300
61_1_104,2,61_1,15.58,0.090294,300,300
61_1_105,2,61_1,15.58,0.090294,300,300
61_1_106,2,61_1,15.58,0.090294,300,300
61_1_107,2,61_1,15.58,0.090294,300,300
61_1_108,2,61_1,15.58,0.090294,300,300
61_1_109,2,61_1,15.58,0.090294,300,300
61_1_110,2,61_1,15.58,0.090294,300,300
61_1_111,2,61_1,15.58,0.090294,300,300
61_1_112,2,61_1,15.58,0.090294,300,300
61_1_113,2,61_1,15.58,0.090294,300,300
61_1_114,2,61_1,15.58,0.090294,300,300
61_1_115,2,61_1,15.58,0.090294,300,300
61_1_116,2,61_1,15.58,0.090294,300,300
61_1_117,2,61_1,15.58,0.090294,300,300
61_1_118,2,61_1,15.58,0.090294,300,300
61_1_119,2,61_1,15.58,0.090294,300,300
61_1_120,2,61_1,15.58,0.090294,300,300
61_1_121,2,61_1,15.58,0.090294,300,300
61_1_122,2,61_1,15.58,0.090294,300,300
61_1_123,2,61_1,15.58,0.090294,300,300
61_1_124,2,61_1,15.58,0.090294,300,300
61_1_125,2,61_1,15.58,0.090294,300,300
61_1_126,2,61_1,15.58,0.090294,300,300
61_1_127,2,61_1,15.58,0.090294,300,300
61_1_128,2,61_1,15.58,0.090294,300,300
61_1_129,2,61_1,15.58,0.090294,300,300
61_1_130,2,61_1,15.58,0.090294,300,300
61_1_131,2,61_1,15.58,0.090294,300,300
61_1_132,2,61_1,15.58,0.090294,300,300
61_1_133,2,61_1,15.58,0.090294,300,300
61_1_134,2,61_1,15.58,0.090294,300,300
61_1_135,2,61_1,15.58,0.090294,300,300
61_1_136,2,61_1,15.58,0.090294,300,300
61_1_137,2,61_1,15.58,0.090294,300,300
61_1_138,2,61_1,15.58,0.090294,300,300
61_1_139,2,61_1,15.58,0.090294,300,300
61_1_140,2,61_1,15.58,0.090294,300,300
61_1_141,2,61_1,15.58,0.090294,300,300
61_1_142,2,61_1,15.58,0.090294,300,300
61_1_143,2,61_1,15.58,0.090294,300,300
61_1_144,2,61_1,15.58,0.090294,300,300
61_1_145,2,61_1,15.58,0.090294,300,300
61_1_146,2,61_1,15.58,0.090294,300,300
61_1_147,2,61_1,15.58,0.090294,300,300
61_1_148,2,61_1,15.58,0.090294,300,300
61_1_149,2,61_1,15.58,0.090294,300,300
61_1_150,2,61_1,15.58,0.090294,300,300
61_1_151,2,61_1,15.58,0.090294,300,300
61_1_152,2,61_1,15.58,0.090294,300,300
61_1_153,2,61_1,15.58,0.090294,300,300
61_1_154,2,61_1,15.58,0.090294,300,300
61_1_155,2,61_1,15.58,0.090294,300,300
61_1_156,2,61_1,15.58,0.090294,300,300
61_1_157,2,61_1,15.58,0.090294,300,300
61_1_158,2,61_1,15.58,0.090294,300,300
61_1_159,2,61_1,15.58,0.090294,300,300
61_1_160,2,61_1,15.58,0.090294,300,300
61_1_161,2,61_1,15.58,0.090294,300,300
61_1_162,2,61_1,15.58,0.090294,300,300
61_1_163,2,61_1,15.58,0.090294,300,300
61_1_164,2,61_1,15.58,0.090294,300,300
61_1_165,2,61_1,15.58,0.090294,300,300
61_1_166,2,61_1,15.58,0.090294,300,300
61_1_167,2,61_1,15.58,0.090294,300,300
61_1_168,2,61_1,15.58,0.090294,300,300
61_1_169,2,61_1,15.58,0.090294,300,300
61_1_170,2,61_1,15.58,0.090294,300,300
61_1_171,2,61_1,15.58,0.090294,300,300
61_1_172,2,61_1,15.58,0.090294,300,300
61_1_173,2,61_1,15.58,0.090294,300,300
61_1_174,2,61_1,15.58,0.090294,300,300
61_1_175,2,61_1,15.58,0.090294,300,300
61_1_176,2,61_1,15.58,0.090294,300,300
61_1_177,2,61_1,15.58,0.090294,300,300
61_1_178,2,61_1,15.58,0.090294,300,300
61_1_179,2,61_1,15.58,0.090294,300,300
61_1_180,2,61_1,15.58,0.090294,300,300
61_1_181,2,61_1,15.58,0.090294,300,300
61_1_182,2,61_1,15.58,0.090294,300,300
61_1_183,2,61_1,15.58,0.090294,300,300
61_1_184,2,61_1,15.58,0.090294,300,300
61_1_185,2,61_1,15.58,0.090294,300,300
61_1_186,2,61_1,15.58,0.090294,300,300
61_1_187,2,61_1,15.58,0.090294,300,300
61_1_188,2,61_1,15.58,0.090294,300,300
61_1_189,2,61_1,15.58,0.090294,300,300
61_1_190,2,61_1,15.58,0.090294,300,300
61_1_191,2,61_1,15.58,0.090294,300,300
61_1_192,2,61_1,15.58,0.090294,300,300
61_1_193,2,61_1,15.58,0.090294,300,300
61_1_194,2,61_1,15.58,0.090294,300,300
61_1_195,2,61_1,15.58,0.090294,300,300
61_1_196,2,61_1,15.58,0.090294,300,300
61_1_197,2,61_1,15.58,0.090294,300,300
61_1_198,2,61_1,15.58,0.090294,300,300
61_1_199,2,61_1,15.58,0.090294,300,300
61_1_200,2,61_1,15.58,0.090294,300,300
61_1_201,2,61_1,15.58,0.090294,300,300
61_1_202,2,61_1,15.58,0.090294,300,300
61_1_203,2,61_1,15.58,0.090294,300,300
61_1_204,2,61_1,15.58,0.090294,300,300
61_1_205,2,61_1,15.58,0.090294,300,300
61_1_206,2,61_1,15.58,0.090294,300,300
61_1_207,2,61_1,15.58,0.090294,300,300
61_1_208,2,61_1,15.58,0.090294,300,300
61_1_209,2,61_1,15.58,0.090294,300,300
61_1_210,2,61_1,15.58,0.090294,300,300
61_1_211,2,61_1,15.58,0.090294,300,300
61_1_212,2,61_1,15.58,0.090294,300,300
61_1_213,2,61_1,15.58,0.090294,300,300
61_1_214,2,61_1,15.58,0.090294,300,300
61_1_215,2,61_1,15.58,0.090294,300,300
61_1_216,2,61_1,15.58,0.090294,300,300
61_1_217,2,61_1,15.58,0.090294,300,300
61_1_218,2,61_1,15.58,0.090294,300,300
61_1_219,2,61_1,15.58,0.090294,300,300
61_1_220,2,61_1,15.58,0.090294,300,300
61_1_221,2,61_1,15.58,0.090294,300,300
61_1_222,2,61_1,15.58,0.090294,300,300
61_1_223,2,61_1,15.58,0.090294,300,300
61_1_224,2,61_1,15.58,0.090294,300,300
61_1_225,2,61_1,15.58,0.090294,300,300
61_1_226,2,61_1,15.58,0.090294,300,300
61_1_227,2,61_1,15.58,0.090294,300,300
61_1_228,2,61_1,15.58,0.090294,300,300
61_1_229,2,61_1,15.58,0.090294,300,300
61_1_230,2,61_1,15.58,0.090294,300,300
61_1_231,2,61_1,15.58,0.090294,300,300
61_1_232,2,61_1,15.58,0.090294,300,300
61_1_233,2,61_1,15.58,0.090294,300,300
61_1_234,2,61_1,15.58,0.090294,300,300
61_1_235,2,61_1,15.58,0.090294,300,300
61_1_236,2,61_1,15.58,0.090294,300,300
61_1_237,2,61_1,15.58,0.090294,300,300
61_1_238,2,61_1,15.58,0.090294,300,300
61_1_239,2,61_1,15.58,0.090294,300,300
61_1_240,2,61_1,15.58,0.090294,300,300
61_1_241,2,61_1,15.58,0.090294,300,300
61_1_242,2,61_1,15.58,0.090294,300,300
61_1_243,2,61_1,15.58,0.090294,300,300
61_1_244,2,61_1,15.58,0.090294,300,300
61_1_245,2,61_1,15.58,0.090294,300,300
61_1_246,2,61_1,15.58,0.090294,300,300
61_1_247,2,61_1,15.58,0.090294,300,300
61_1_248,2,61_1,15.58,0.090294,300,300
61_1_249,2,61_1,15.58,0.090294,300,300
61_1_250,2,61_1,15.58,0.090294,300,300
61_1_251,2,61_1,15.58,0.090294,300,300
61_1_252,2,61_1,15.58,0.090294,300,300
61_1_253,2,61_1,15.58,0.090294,300,300
61_1_254,2,61_1,15.58,0.090294,300,300
61_1_255,2,61_1,15.58,0.090294,300,300
61_1_256,2,61_1,15.58,0.090294,300,300
61_1_257,2,61_1,15.58,0.090294,300,300
61_1_258,2,61_1,15.58,0.090294,300,300
61_1_259,2,61_1,15.58,0.090294,300,300
61_1_260,2,61_1,15.58,0.090294,300,300
61_1_261,2,61_1,15.58,0.090294,300,300
61_1_262,2,61_1,15.58,0.090294,300,300
61_1_263,2,61_1,15.58,0.090294,300,300
61_1_264,2,61_1,15.58,0.090294,300,300
61_1_265,2,61_1,15.58,0.090294,300,300
61_1_266,2,61_1,15.58,0.090294,300,300
61_1_267,2,61_1,15.58,0.090294,300,300
61_1_268,2,61_1,15.58,0.090294,300,300
61_1_269,2,61_1,15.58,0.090294,300,300
61_1_270,2,61_1,15.58,0.090294,300,300
61_1_271,2,61_1,15.58,0.090294,300,300
61_1_272,2,61_1,15.58,0.090294,300,300
61_1_273,2,61_1,15.58,0.090294,300,300
61_1_274,2,61_1,15.58,0.090294,300,300
61_1_275,2,61_1,15.58,0.090294,300,300
61_1_276,2,61_1,15.58,0.090294,300,300
61_1_277,2,61_1,15.58,0.090294,300,300
61_1_278,2,61_1,15.58,0.090294,300,300
61_1_279,2,61_1,15.58,0.090294,300,300
61_1_280,2,61_1,15.58,0.090294,300,300
61_1_281,2,61_1,15.58,0.090294,300,300
61_1_282,2,61_1,15.58,0.090294,300,300
61_1_283,2,61_1,15.58,0.090294,300,300
61_1_284,2,61_1,15.58,0.090294,300,300
61_1_285,2,61_1,15.58,0.090294,300,300
61_1_286,2,61_1,15.58,0.090294,300,300
61_1_287,2,61_1,15.58,0.090294,300,300
61_1_288,2,61_1,15.58,0.090294,300,300
61_1_289,2,61_1,15.58,0.090294,300,300
61_1_290,2,61_1,15.58,0.090294,300,300
61_1_291,2,61_1,15.58,0.090294,300,300
61_1_292,2,61_1,15.58,0.090294,300,300
61_1_293,2,61_1,15.58,0.090294,300,300
61_1_294,2,61_1,15.58,0.090294,300,300
61_1_295,2,61_1,15.58,0.090294,300,300
61_1_296,2,61_1,15.58,0.090294,300,300
61_1_297,2,61_1,15.58,0.090294,300,300
61_1_298,2,61_1,15.58,0.090294,300,300
61_1_299,2,61_1,15.58,0.090294,300,300
61_1_300,2,61_1,15.58,0.090294,300,300
65_1_1,2,65_1,15.33,0.113985,219,219
65_1_2,2,65_1,15.33,0.113985,219,219
65_1_3,2,65_1,15.33,0.113985,219,219
65_1_4,2,65_1,15.33,0.113985,219,219
65_1_5,2,65_1,15.33,0.113985,219,219
65_1_6,2,65_1,15.33,0.113985,219,219
65_1_7,2,65_1,15.33,0.113985,219,219
65_1_8,2,65_1,15.33,0.113985,219,219
65_1_9,2,65_1,15.33,0.113985,219,219
65_1_10,2,65_1,15.33,0.113985,219,219
65_1_11,2,65_1,15.33,0.113985,219,219
65_1_12,2,65_1,15.33,0.113985,219,219
65_1_13,2,65_1,15.33,0.113985,219,219
65_1_14,2,65_1,15.33,0.113985,219,219
65_1_15,2,65_1,15.33,0.113985,219,219
65_1_16,2,65_1,15.33,0.113985,219,219
65_1_17,2,65_1,15.33,0.113985,219,219
65_1_18,2,65_1,15.33,0.113985,219,219
65_1_19,2,65_1,15.33,0.113985,219,219
65_1_20,2,65_1,15.33,0.113985,219,219
65_1_21,2,65_1,15.33,0.113985,219,219
65_1_22,2,65_1,15.33,0.113985,219,219
65_1_23,2,65_1,15.33,0.113985,219,219
65_1_24,2,65_1,15.33,0.113985,219,219
65_1_25,2,65_1,15.33,0.113985,219,219
65_1_26,2,65_1,15.33,0.113985,219,219
65_1_27,2,65_1,15.33,0.113985,219,219
65_1_28,2,65_1,15.33,0.113985,219,219
65_1_29,2,65_1,15.33,0.113985,219,219
65_1_30,2,65_1,15.33,0.113985,219,219
65_1_31,2,65_1,15.33,0.113985,219,219
65_1_32,2,65_1,15.33,0.113985,219,219
65_1_33,2,65_1,15.33,0.113985,219,219
65_1_34,2,65_1,15.33,0.113985,219,219
65_1_35,2,65_1,15.33,0.113985,219,219
65_1_36,2,65_1,15.33,0.113985,219,219
65_1_37,2,65_1,15.33,0.113985,219,219
65_1_38,2,65_1,15.33,0.113985,219,219
65_1_39,2,65_1,15.33,0.113985,219,219
65_1_40,2,65_1,15.33,0.113985,219,219
65_1_41,2,65_1,15.33,0.113985,219,219
65_1_42,2,65_1,15.33,0.113985,219,219
65_1_43,2,65_1,15.33,0.113985,219,219
65_1_44,2,65_1,15.33,0.113985,219,219
65_1_45,2,65_1,15.33,0.113985,219,219
65_1_46,2,65_1,15.33,0.113985,219,219
65_1_47,2,65_1,15.33,0.113985,219,219
65_1_48,2,65_1,15.33,0.113985,219,219
65_1_49,2,65_1,15.33,0.113985,219,219
65_1_50,2,65_1,15.33,0.113985,219,219
65_1_51,2,65_1,15.33,0.113985,219,219
65_1_52,2,65_1,15.33,0.113985,219,219
65_1_53,2,65_1,15.33,0.113985,219,219
65_1_54,2,65_1,15.33,0.113985,219,219
65_1_55,2,65_1,15.33,0.113985,219,219
65_1_56,2,65_1,15.33,0.113985,219,219
65_1_57,2,65_1,15.33,0.113985,219,219
65_1_58,2,65_1,15.33,0.113985,219,219
65_1_59,2,65_1,15.33,0.113985,219,219
65_1_60,2,65_1,15.33,0.113985,219,219
65_1_61,2,65_1,15.33,0.113985,219,219
65_1_62,2,65_1,15.33,0.113985,219,219
65_1_63,2,65_1,15.33,0.113985,219,219
65_1_64,2,65_1,15.33,0.113985,219,219
65_1_65,2,65_1,15.33,0.113985,219,219
65_1_66,2,65_1,15.33,0.113985,219,219
65_1_67,2,65_1,15.33,0.113985,219,219
65_1_68,2,65_1,15.33,0.113985,219,219
65_1_69,2,65_1,15.33,0.113985,219,219
65_1_70,2,65_1,15.33,0.113985,219,219
65_1_71,2,65_1,15.33,0.113985,219,219
65_1_72,2,65_1,15.33,0.113985,219,219
65_1_73,2,65_1,15.33,0.113985,219,219
65_1_74,2,65_1,15.33,0.113985,219,219
65_1_75,2,65_1,15.33,0.113985,219,219
65_1_76,2,65_1,15.33,0.113985,219,219
65_1_77,2,65_1,15.33,0.113985,219,219
65_1_78,2,65_1,15.33,0.113985,219,219
65_1_79,2,65_1,15.33,0.113985,219,219
65_1_80,2,65_1,15.33,0.113985,219,219
65_1_81,2,65_1,15.33,0.113985,219,219
65_1_82,2,65_1,15.33,0.113985,219,219
65_1_83,2,65_1,15.33,0.113985,219,219
65_1_84,2,65_1,15.33,0.113985,219,219
65_1_85,2,65_1,15.33,0.113985,219,219
65_1_86,2,65_1,15.33,0.113985,219,219
65_1_87,2,65_1,15.33,0.113985,219,219
65_1_88,2,65_1,15.33,0.113985,219,219
65_1_89,2,65_1,15.33,0.113985,219,219
65_1_90,2,65_1,15.33,0.113985,219,219
65_1_91,2,65_1,15.33,0.113985,219,219
65_1_92,2,65_1,15.33,0.113985,219,219
65_1_93,2,65_1,15.33,0.113985,219,219
65_1_94,2,65_1,15.33,0.113985,219,219
65_1_95,2,65_1,15.33,0.113985,219,219
65_1_96,2,65_1,15.33,0.113985,219,219
65_1_97,2,65_1,15.33,0.113985,219,219
65_1_98,2,65_1,15.33,0.113985,219,219
65_1_99,2,65_1,15.33,0.113985,219,219
65_1_100,2,65_1,15.33,0.113985,219,219
65_1_101,2,65_1,15.33,0.113985,219,219
65_1_102,2,65_1,15.33,0.113985,219,219
65_1_103,2,65_1,15.33,0.113985,219,219
65_1_104,2,65_1,15.33,0.113985,219,219
65_1_105,2,65_1,15.33,0.113985,219,219
65_1_106,2,65_1,15.33,0.113985,219,219
65_1_107,2,65_1,15.33,0.113985,219,219
65_1_108,2,65_1,15.33,0.113985,219,219
65_1_109,2,65_1,15.33,0.113985,219,219
65_1_110,2,65_1,15.33,0.113985,219,219
65_1_111,2,65_1,15.33,0.113985,219,219
65_1_112,2,65_1,15.33,0.113985,219,219
65_1_113,2,65_1,15.33,0.113985,219,219
65_1_114,2,65_1,15.33,0.113985,219,219
65_1_115,2,65_1,15.33,0.113985,219,219
65_1_116,2,65_1,15.33,0.113985,219,219
65_1_117,2,65_1,15.33,0.113985,219,219
65_1_118,2,65_1,15.33,0.113985,219,219
65_1_119,2,65_1,15.33,0.113985,219,219
65_1_120,2,65_1,15.33,0.113985,219,219
65_1_121,2,65_1,15.33,0.113985,219,219
65_1_122,2,65_1,15.33,0.113985,219,219
65_1_123,2,65_1,15.33,0.113985,219,219
65_1_124,2,65_1,15.33,0.113985,219,219
65_1_125,2,65_1,15.33,0.113985,219,219
65_1_126,2,65_1,15.33,0.113985,219,219
65_1_127,2,65_1,15.33,0.113985,219,219
65_1_128,2,65_1,15.33,0.113985,219,219
65_1_129,2,65_1,15.33,0.113985,219,219
65_1_130,2,65_1,15.33,0.113985,219,219
65_1_131,2,65_1,15.33,0.113985,219,219
65_1_132,2,65_1,15.33,0.113985,219,219
65_1_133,2,65_1,15.33,0.113985,219,219
65_1_134,2,65_1,15.33,0.113985,219,219
65_1_135,2,65_1,15.33,0.113985,219,219
65_1_136,2,65_1,15.33,0.113985,219,219
65_1_137,2,65_1,15.33,0.113985,219,219
65_1_138,2,65_1,15.33,0.113985,219,219
65_1_139,2,65_1,15.33,0.113985,219,219
65_1_140,2,65_1,15.33,0.113985,219,219
65_1_141,2,65_1,15.33,0.113985,219,219
65_1_142,2,65_1,15.33,0.113985,219,219
65_1_143,2,65_1,15.33,0.113985,219,219
65_1_144,2,65_1,15.33,0.113985,219,219
65_1_145,2,65_1,15.33,0.113985,219,219
65_1_146,2,65_1,15.33,0.113985,219,219
65_1_147,2,65_1,15.33,0.113985,219,219
65_1_148,2,65_1,15.33,0.113985,219,219
65_1_149,2,65_1,15.33,0.113985,219,219
65_1_150,2,65_1,15.33,0.113985,219,219
65_1_151,2,65_1,15.33,0.113985,219,219
65_1_152,2,65_1,15.33,0.113985,219,219
65_1_153,2,65_1,15.33,0.113985,219,219
65_1_154,2,65_1,15.33,0.113985,219,219
65_1_155,2,65_1,15.33,0.113985,219,219
65_1_156,2,65_1,15.33,0.113985,219,219
65_1_157,2,65_1,15.33,0.113985,219,219
65_1_158,2,65_1,15.33,0.113985,219,219
65_1_159,2,65_1,15.33,0.113985,219,219
65_1_160,2,65_1,15.33,0.113985,219,219
65_1_161,2,65_1,15.33,0.113985,219,219
65_1_162,2,65_1,15.33,0.113985,219,219
65_1_163,2,65_1,15.33,0.113985,219,219
65_1_164,2,65_1,15.33,0.113985,219,219
65_1_165,2,65_1,15.33,0.113985,219,219
65_1_166,2,65_1,15.33,0.113985,219,219
65_1_167,2,65_1,15.33,0.113985,219,219
65_1_168,2,65_1,15.33,0.113985,219,219
65_1_169,2,65_1,15.33,0.113985,219,219
65_1_170,2,65_1,15.33,0.113985,219,219
65_1_171,2,65_1,15.33,0.113985,219,219
65_1_172,2,65_1,15.33,0.113985,219,219
65_1_173,2,65_1,15.33,0.113985,219,219
65_1_174,2,65_1,15.33,0.113985,219,219
65_1_175,2,65_1,15.33,0.113985,219,219
65_1_176,2,65_1,15.33,0.113985,219,219
65_1_177,2,65_1,15.33,0.113985,219,219
65_1_178,2,65_1,15.33,0.113985,219,219
65_1_179,2,65_1,15.33,0.113985,219,219
65_1_180,2,65_1,15.33,0.113985,219,219
65_1_181,2,65_1,15.33,0.113985,219,219
65_1_182,2,65_1,15.33,0.113985,219,219
65_1_183,2,65_1,15.33,0.113985,219,219
65_1_184,2,65_1,15.33,0.113985,219,219
65_1_185,2,65_1,15.33,0.113985,219,219
65_1_186,2,65_1,15.33,0.113985,219,219
65_1_187,2,65_1,15.33,0.113985,219,219
65_1_188,2,65_1,15.33,0.113985,219,219
65_1_189,2,65_1,15.33,0.113985,219,219
65_1_190,2,65_1,15.33,0.113985,219,219
65_1_191,2,65_1,15.33,0.113985,219,219
65_1_192,2,65_1,15.33,0.113985,219,219
65_1_193,2,65_1,15.33,0.113985,219,219
65_1_194,2,65_1,15.33,0.113985,219,219
65_1_195,2,65_1,15.33,0.113985,219,219
65_1_196,2,65_1,15.33,0.113985,219,219
65_1_197,2,65_1,15.33,0.113985,219,219
65_1_198,2,65_1,15.33,0.113985,219,219
65_1_199,2,65_1,15.33,0.113985,219,219
65_1_200,2,65_1,15.33,0.113985,219,219
65_1_201,2,65_1,15.33,0.113985,219,219
65_1_202,2,65_1,15.33,0.113985,219,219
65_1_203,2,65_1,15.33,0.113985,219,219
65_1_204,2,65_1,15.33,0.113985,219,219
65_1_205,2,65_1,15.33,0.113985,219,219
65_1_206,2,65_1,15.33,0.113985,219,219
65_1_207,2,65_1,15.33,0.113985,219,219
65_1_208,2,65_1,15.33,0.113985,219,219
65_1_209,2,65_1,15.33,0.113985,219,219
65_1_210,2,65_1,15.33,0.113985,219,219
65_1_211,2,65_1,15.33,0.113985,219,219
65_1_212,2,65_1,15.33,0.113985,219,219
65_1_213,2,65_1,15.33,0.113985,219,219
65_1_214,2,65_1,15.33,0.113985,219,219
65_1_215,2,65_1,15.33,0.113985,219,219
65_1_216,2,65_1,15.33,0.113985,219,219
65_1_217,2,65_1,15.33,0.113985,219,219
65_1_218,2,65_1,15.33,0.113985,219,219
65_1_219,2,65_1,15.33,0.113985,219,219
66_1_1,2,66_1,21.44,0.100117,370,370
66_1_2,2,66_1,21.44,0.100117,370,370
66_1_3,2,66_1,21.44,0.100117,370,370
66_1_4,2,66_1,21.44,0.100117,370,370
66_1_5,2,66_1,21.44,0.100117,370,370
66_1_6,2,66_1,21.44,0.100117,370,370
66_1_7,2,66_1,21.44,0.100117,370,370
66_1_8,2,66_1,21.44,0.100117,370,370
66_1_9,2,66_1,21.44,0.100117,370,370
66_1_10,2,66_1,21.44,0.100117,370,370
66_1_11,2,66_1,21.44,0.100117,370,370
66_1_12,2,66_1,21.44,0.100117,370,370
66_1_13,2,66_1,21.44,0.100117,370,370
66_1_14,2,66_1,21.44,0.100117,370,370
66_1_15,2,66_1,21.44,0.100117,370,370
66_1_16,2,66_1,21.44,0.100117,370,370
66_1_17,2,66_1,21.44,0.100117,370,370
66_1_18,2,66_1,21.44,0.100117,370,370
66_1_19,2,66_1,21.44,0.100117,370,370
66_1_20,2,66_1,21.44,0.100117,370,370
66_1_21,2,66_1,21.44,0.100117,370,370
66_1_22,2,66_1,21.44,0.100117,370,370
66_1_23,2,66_1,21.44,0.100117,370,370
66_1_24,2,66_1,21.44,0.100117,370,370
66_1_25,2,66_1,21.44,0.100117,370,370
66_1_26,2,66_1,21.44,0.100117,370,370
66_1_27,2,66_1,21.44,0.100117,370,370
66_1_28,2,66_1,21.44,0.100117,370,370
66_1_29,2,66_1,21.44,0.100117,370,370
66_1_30,2,66_1,21.44,0.100117,370,370
66_1_31,2,66_1,21.44,0.100117,370,370
66_1_32,2,66_1,21.44,0.100117,370,370
66_1_33,2,66_1,21.44,0.100117,370,370
66_1_34,2,66_1,21.44,0.100117,370,370
66_1_35,2,66_1,21.44,0.100117,370,370
66_1_36,2,66_1,21.44,0.100117,370,370
66_1_37,2,66_1,21.44,0.100117,370,370
66_1_38,2,66_1,21.44,0.100117,370,370
66_1_39,2,66_1,21.44,0.100117,370,370
66_1_40,2,66_1,21.44,0.100117,370,370
66_1_41,2,66_1,21.44,0.100117,370,370
66_1_42,2,66_1,21.44,0.100117,370,370
66_1_43,2,66_1,21.44,0.100117,370,370
